FREQ,TIME_FORMAT,TIME_PERIOD,STK_FLOW,UNIT,PARTNER,GEO,OBS_STATUS,OBS_VALUE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,STK_FLOW_DESC,UNIT_DESC,PARTNER_DESC,GEO_DESC
A,P1Y,2013,EXP,PC_TOT,INT_EU28,FI,,4.4,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Finland
A,P1Y,2013,EXP,PC_TOT,INT_EU28,FR,,16.1,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,France
A,P1Y,2013,EXP,PC_TOT,INT_EU28,HR,,6.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Croatia
A,P1Y,2013,EXP,PC_TOT,INT_EU28,HU,,13.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Hungary
A,P1Y,2013,EXP,PC_TOT,INT_EU28,IE,,21.2,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Ireland
A,P1Y,2013,EXP,PC_TOT,INT_EU28,IT,,5.8,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Italy
A,P1Y,2013,EXP,PC_TOT,INT_EU28,LT,,6.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Lithuania
A,P1Y,2013,EXP,PC_TOT,INT_EU28,LU,,18.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Luxembourg
A,P1Y,2013,EXP,PC_TOT,INT_EU28,LV,,8.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Latvia
A,P1Y,2013,EXP,PC_TOT,INT_EU28,MT,,9.8,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU28,Malta
A,P1Y,2013,EXP,PC_TOT,INT_EU28,NL,,17.3,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Netherlands
A,P1Y,2013,EXP,PC_TOT,INT_EU28,PL,,6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Poland
A,P1Y,2013,EXP,PC_TOT,INT_EU28,PT,,2.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Portugal
A,P1Y,2013,EXP,PC_TOT,INT_EU28,RO,,6.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Romania
A,P1Y,2013,EXP,PC_TOT,INT_EU28,SE,,10.7,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Sweden
A,P1Y,2013,EXP,PC_TOT,INT_EU28,SI,,4.1,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Slovenia
A,P1Y,2013,EXP,PC_TOT,INT_EU28,SK,,9.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,Slovakia
A,P1Y,2013,EXP,PC_TOT,INT_EU28,UK,,12.7,Annual,Annual,Year 2013,No data,Exports,Percentage of total,Intra-EU-28,United Kingdom
A,P1Y,2013,EXP,PC_TOT,WORLD,AT,,14.2,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Austria
A,P1Y,2013,EXP,PC_TOT,WORLD,BE,,8.7,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Belgium
A,P1Y,2013,EXP,PC_TOT,WORLD,CY,,18.1,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Cyprus
A,P1Y,2013,EXP,PC_TOT,WORLD,CZ,,15.1,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Czechia
A,P1Y,2013,EXP,PC_TOT,WORLD,DE,,14.3,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Germany
A,P1Y,2013,EXP,PC_TOT,WORLD,DK,,9.3,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Denmark
A,P1Y,2013,EXP,PC_TOT,WORLD,EE,,14.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Estonia
A,P1Y,2013,EXP,PC_TOT,WORLD,EL,,2.7,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Greece
A,P1Y,2013,EXP,PC_TOT,WORLD,ES,,5.4,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Spain
A,P1Y,2013,EXP,PC_TOT,WORLD,FI,,6.2,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Finland
A,P1Y,2013,EXP,PC_TOT,WORLD,FR,,20.4,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,France
A,P1Y,2013,EXP,PC_TOT,WORLD,HR,,7.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Croatia
A,P1Y,2013,EXP,PC_TOT,WORLD,HU,,16.3,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Hungary
A,P1Y,2013,EXP,PC_TOT,WORLD,IE,,20.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Ireland
A,P1Y,2013,EXP,PC_TOT,WORLD,IT,,6.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Italy
A,P1Y,2013,EXP,PC_TOT,WORLD,LT,,5.8,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Lithuania
A,P1Y,2013,EXP,PC_TOT,WORLD,LU,,21.9,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Luxembourg
A,P1Y,2013,EXP,PC_TOT,WORLD,LV,,8,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Latvia
A,P1Y,2013,EXP,PC_TOT,WORLD,MT,,28.5,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Malta
A,P1Y,2013,EXP,PC_TOT,WORLD,NL,,17.7,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Netherlands
A,P1Y,2013,EXP,PC_TOT,WORLD,PL,,6.7,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Poland
A,P1Y,2013,EXP,PC_TOT,WORLD,PT,,3.4,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Portugal
A,P1Y,2013,EXP,PC_TOT,WORLD,RO,,5.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Romania
A,P1Y,2013,EXP,PC_TOT,WORLD,SE,,13,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Sweden
A,P1Y,2013,EXP,PC_TOT,WORLD,SI,,5.5,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Slovenia
A,P1Y,2013,EXP,PC_TOT,WORLD,SK,,9.6,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,Slovakia
A,P1Y,2013,EXP,PC_TOT,WORLD,UK,,15.5,Annual,Annual,Year 2013,No data,Exports,Percentage of total,All countries of the world,United Kingdom
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,AT,,7120,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Austria
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,BE,,13407,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra-EU28 (current composition),Belgium
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,BG,,387,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Bulgaria
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,CY,,47,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Cyprus
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,CZ,,4919,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Czechia
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,DE,,76622,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Germany
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,DK,,4319,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Denmark
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,EE,,366,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Estonia
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,EL,,277,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Greece
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,ES,,5978,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Spain
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,EU28,,266429,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra-EU28,European Union
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,FI,,2313,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Finland
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,FR,,47310,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra-EU28,France
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,HR,,366,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Croatia
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,HU,,3213,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Hungary
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,IE,,8711,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra-EU28 (current composition),Ireland
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,IT,,14010,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Italy
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,LT,,687,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Lithuania
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,LU,,468,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Luxembourg
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,LV,,277,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Latvia
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,MT,,495,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Malta
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,NL,,22695,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Netherlands
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,PL,,3513,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Poland
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,PT,,706,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Portugal
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,RO,,569,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Romania
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,SE,,8615,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Sweden
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,SI,,531,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Slovenia
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,SK,,990,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,Slovakia
A,P1Y,2014,EXP,MIO_EUR,EXT_EU28,UK,,37517,Annual,Annual,Year 2014,No data,Exports,Million euro,Extra EU-28,United Kingdom
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,AT,,12150,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Austria
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,BE,,20746,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Belgium
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,BG,,482,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Bulgaria
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,CY,,77,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Cyprus
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,CZ,,15249,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Czechia
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,DE,,83807,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Germany
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,DK,,3925,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Denmark
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,EE,,1602,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Estonia
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,EL,,728,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Greece
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,ES,,6628,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Spain
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,FI,,1417,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Finland
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,FR,,43740,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28,France
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,HR,,319,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Croatia
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,HU,,8875,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Hungary
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,IE,,10328,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Ireland
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,IT,,12748,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Italy
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,LT,,909,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Lithuania
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,LU,,2357,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Luxembourg
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,LV,,781,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Latvia
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,MT,,137,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Malta
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,NL,,71635,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Netherlands
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,PL,,9609,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Poland
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,PT,,1035,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU28 (current composition),Portugal
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,RO,,2808,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Romania
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,SE,,7389,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Sweden
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,SI,,918,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Slovenia
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,SK,,5446,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,Slovakia
A,P1Y,2014,EXP,MIO_EUR,INT_EU28,UK,,21860,Annual,Annual,Year 2014,No data,Exports,Million euro,Intra-EU-28,United Kingdom
A,P1Y,2014,EXP,MIO_EUR,WORLD,AT,,19270,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Austria
A,P1Y,2014,EXP,MIO_EUR,WORLD,BE,,34153,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Belgium
A,P1Y,2014,EXP,MIO_EUR,WORLD,BG,,869,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Bulgaria
A,P1Y,2014,EXP,MIO_EUR,WORLD,CY,,124,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Cyprus
A,P1Y,2014,EXP,MIO_EUR,WORLD,CZ,,20168,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Czechia
A,P1Y,2014,EXP,MIO_EUR,WORLD,DE,,160429,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Germany
A,P1Y,2014,EXP,MIO_EUR,WORLD,DK,,8244,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Denmark
A,P1Y,2014,EXP,MIO_EUR,WORLD,EE,,1968,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Estonia
A,P1Y,2014,EXP,MIO_EUR,WORLD,EL,,1005,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Greece
A,P1Y,2014,EXP,MIO_EUR,WORLD,ES,,12606,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Spain
A,P1Y,2014,EXP,MIO_EUR,WORLD,FI,,3731,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Finland
A,P1Y,2014,EXP,MIO_EUR,WORLD,FR,,91050,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,France
A,P1Y,2014,EXP,MIO_EUR,WORLD,HR,,686,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Croatia
A,P1Y,2014,EXP,MIO_EUR,WORLD,HU,,12088,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Hungary
A,P1Y,2014,EXP,MIO_EUR,WORLD,IE,,19039,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Ireland
A,P1Y,2014,EXP,MIO_EUR,WORLD,IT,,26759,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Italy
A,P1Y,2014,EXP,MIO_EUR,WORLD,LT,,1596,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Lithuania
A,P1Y,2014,EXP,MIO_EUR,WORLD,LU,,2825,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Luxembourg
A,P1Y,2014,EXP,MIO_EUR,WORLD,LV,,1057,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Latvia
A,P1Y,2014,EXP,MIO_EUR,WORLD,MT,,633,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Malta
A,P1Y,2014,EXP,MIO_EUR,WORLD,NL,,94330,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Netherlands
A,P1Y,2014,EXP,MIO_EUR,WORLD,PL,,13122,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Poland
A,P1Y,2014,EXP,MIO_EUR,WORLD,PT,,1741,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Portugal
A,P1Y,2014,EXP,MIO_EUR,WORLD,RO,,3377,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Romania
A,P1Y,2014,EXP,MIO_EUR,WORLD,SE,,16004,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Sweden
A,P1Y,2014,EXP,MIO_EUR,WORLD,SI,,1449,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Slovenia
A,P1Y,2014,EXP,MIO_EUR,WORLD,SK,,6436,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,Slovakia
A,P1Y,2014,EXP,MIO_EUR,WORLD,UK,,59377,Annual,Annual,Year 2014,No data,Exports,Million euro,All countries of the world,United Kingdom
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,AT,,17.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Austria
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,BE,,12.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra-EU28 (current composition),Belgium
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,BG,,4.7,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Bulgaria
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,CY,,4.1,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra-EU28 (current composition),Cyprus
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,CZ,,21,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Czechia
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,DE,,16.1,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Germany
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,DK,,14.2,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Denmark
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,EE,,10.9,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Estonia
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,EL,,2,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Greece
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,ES,,6.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Spain
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,EU28,,15.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra-EU28 (current composition),European Union
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,FI,,9.7,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Finland
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,FR,,27.1,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,France
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,HR,,9.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Croatia
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,HU,,19.3,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Hungary
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,IE,,21.2,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra-EU28 (current composition),Ireland
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,IT,,7.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Italy
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,LT,,6.2,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Lithuania
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,LU,,18.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Luxembourg
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,LV,,8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Latvia
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,MT,,44.9,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Malta
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,NL,,18.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Netherlands
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,PL,,9.4,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Poland
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,PT,,5,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Portugal
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,RO,,3.7,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Romania
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,SE,,16.7,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Sweden
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,SI,,7.9,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Slovenia
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,SK,,9.7,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,Slovakia
A,P1Y,2014,EXP,PC_TOT,EXT_EU28,UK,,18.9,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Extra EU-28,United Kingdom
A,P1Y,2014,EXP,PC_TOT,INT_EU28,AT,,13,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Austria
A,P1Y,2014,EXP,PC_TOT,INT_EU28,BE,,8.3,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Belgium
A,P1Y,2014,EXP,PC_TOT,INT_EU28,BG,,3.5,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Bulgaria
A,P1Y,2014,EXP,PC_TOT,INT_EU28,CY,,6.2,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Cyprus
A,P1Y,2014,EXP,PC_TOT,INT_EU28,CZ,,14.1,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Czechia
A,P1Y,2014,EXP,PC_TOT,INT_EU28,DE,,12.9,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Germany
A,P1Y,2014,EXP,PC_TOT,INT_EU28,DK,,7.3,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Denmark
A,P1Y,2014,EXP,PC_TOT,INT_EU28,EE,,18.3,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Estonia
A,P1Y,2014,EXP,PC_TOT,INT_EU28,EL,,5.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Greece
A,P1Y,2014,EXP,PC_TOT,INT_EU28,ES,,4.3,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Spain
A,P1Y,2014,EXP,PC_TOT,INT_EU28,FI,,4.4,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Finland
A,P1Y,2014,EXP,PC_TOT,INT_EU28,FR,,16.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),France
A,P1Y,2014,EXP,PC_TOT,INT_EU28,HR,,4.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Croatia
A,P1Y,2014,EXP,PC_TOT,INT_EU28,HU,,13.3,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Hungary
A,P1Y,2014,EXP,PC_TOT,INT_EU28,IE,,20.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Ireland
A,P1Y,2014,EXP,PC_TOT,INT_EU28,IT,,5.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Italy
A,P1Y,2014,EXP,PC_TOT,INT_EU28,LT,,6.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Lithuania
A,P1Y,2014,EXP,PC_TOT,INT_EU28,LU,,19.8,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Luxembourg
A,P1Y,2014,EXP,PC_TOT,INT_EU28,LV,,10.4,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Latvia
A,P1Y,2014,EXP,PC_TOT,INT_EU28,MT,,12.4,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU28 (current composition),Malta
A,P1Y,2014,EXP,PC_TOT,INT_EU28,NL,,18.6,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Netherlands
A,P1Y,2014,EXP,PC_TOT,INT_EU28,PL,,7.5,Annual,Annual,Year 2014,No data,Exports,Percentage of total,Intra-EU-28,Poland
